method,total_utility,n_assigned,service_rate,mean_utility,min_utility,max_utility,fairness_total_var,fairness_normalised,gini_total,rate_mean,rate_min,rate_max,rate_var,rate_var_within,rate_var_between,rate_normalised,gini_rate,rate_full_time,rate_part_time,rate_group_ratio,util_mean,util_min,util_max,util_var,util_var_within,util_var_between,util_normalised,gini_util,util_full_time,util_part_time,util_adj_var,util_adj_min,util_adj_max,n_drivers,n_idle_drivers,hours_total
Greedy (efficiency only),12167.477879166603,4927,0.7589340727048676,60.837389395833014,0.0,212.33101171255112,2273.347289665133,0.7837225148028415,0.42696068317522523,2.3672527852042875,0.0,7.34428796172142,1.5325260774190788,1.5280310270180177,0.0044950504010606,0.5229489560966852,0.288269454735117,2.281613836111421,2.419741173357979,1.0605393143486408,0.32405271213692133,0.0,0.6611111111111111,0.01831862024589499,0.01802979108127554,0.0002888291646194473,0.41766753502400417,0.23071878648847624,0.302344474429104,0.3373577610546157,0.4045614161981034,0.0,5.229184665569121,200,6,5260.0
Greedy,11906.249444544315,4969,0.765403573629082,59.531247222721575,0.0,143.63110262155533,939.7000527469272,0.5149317186015624,0.2922610710844702,2.661998224195622,0.0,7.500076262767499,1.6885824505919742,1.327245611718059,0.361336838873915,0.488150090597793,0.2634674071304431,1.8941769043461822,3.1325983879743102,1.6538045526722316,0.3511209149844159,0.0,0.71875,0.018422082772857857,0.015723822860130823,0.002698259912727037,0.38655621936203993,0.21455247243927192,0.28477014959219454,0.3917875131280353,0.3984022849189771,0.0,5.9854870487542735,200,4,5260.0
