o,d,h,mean_min,n,mean_km
8003,10005,3,4.748639455782313,49.0,1.5886484857142857
8003,10005,6,2.944135802469136,54.0,1.4376770666666667
8003,10005,8,5.792397660818713,57.0,1.4625230175438595
8003,10005,9,5.319078947368421,76.0,1.2934011473684213
8003,10005,10,8.187912087912087,91.0,1.361749230769231
8003,10005,11,8.580321285140561,83.0,1.4160253036144577
8003,10005,12,7.139766081871344,57.0,1.3701977228070177
8003,10005,13,6.337142857142857,70.0,1.3343727657142859
8003,10005,14,6.366447368421053,76.0,1.3776797421052631
8003,10005,15,5.460082304526749,81.0,1.3256193185185186
8003,10005,16,5.402083333333334,72.0,1.398114125
8003,10005,17,4.896614583333333,64.0,1.30607999375
8003,10005,18,5.771084337349397,83.0,1.401095281927711
8003,10005,19,5.404931972789116,98.0,1.3188377081632654
8003,10005,20,5.673333333333333,75.0,1.4385353813333335
8003,10005,21,5.422033898305084,59.0,1.3873056338983052
8003,10005,22,5.445035460992908,94.0,1.4824760702127657
8003,10005,23,4.921256038647343,69.0,1.477793947826087
8003,10006,0,7.192473118279571,62.0,2.058397774193548
8003,10006,1,7.329245283018869,53.0,2.118863116981132
8003,10006,2,7.105031446540879,53.0,2.2136016226415096
8003,10006,3,6.72904761904762,35.0,2.10179804
8003,10006,7,6.509210526315789,38.0,1.9134205578947365
8003,10006,8,8.689007092198581,47.0,1.9767488978723406
8003,10006,9,9.92846153846154,65.0,1.9683466153846152
8003,10006,10,11.596428571428572,42.0,2.0618710809523813
8003,10006,11,12.383006535947715,51.0,1.8819811294117645
8003,10006,12,12.118115942028984,46.0,1.7954636695652173
8003,10006,13,10.540333333333333,50.0,1.8092200280000004
8003,10006,14,9.658201058201058,63.0,1.9994133619047618
8003,10006,15,9.943785310734462,59.0,2.031859942372881
8003,10006,16,8.41005291005291,63.0,1.9467904984126982
8003,10006,17,8.660465116279068,86.0,1.9308337348837212
8003,10006,18,9.666507936507937,105.0,2.0708374038095236
8003,10006,19,8.856250000000001,88.0,2.0155154704545453
8003,10006,20,8.942592592592591,90.0,2.0626374333333333
8003,10006,21,8.186879432624114,94.0,2.0801575531914893
8003,10006,22,8.346875,80.0,2.0796696150000002
8003,10006,23,7.529116465863455,83.0,2.081089906024096
8003,10007,0,9.468376068376067,39.0,2.5406939435897438
8003,10007,1,9.143421052631581,38.0,2.6846332263157895
8003,10007,2,8.897222222222222,30.0,2.5840635933333336
8003,10007,3,8.870312499999999,32.0,2.5437630374999998
8003,10007,8,12.025,42.0,2.4833648904761905
8003,10007,9,12.567647058823532,34.0,2.4267900529411763
8003,10007,15,13.95526315789474,38.0,2.5368280526315785
8003,10007,18,11.754575163398691,51.0,2.455663505882353
8003,10007,20,11.379259259259259,45.0,2.6364565511111113
8003,10007,21,11.10754716981132,53.0,2.6605730339622644
8003,10007,22,10.72857142857143,70.0,2.6402372228571434
8003,10007,23,9.462745098039214,51.0,2.6263797686274515
8003,10008,1,12.378030303030306,44.0,3.4593494818181822
8003,10008,9,16.319298245614036,38.0,2.876907005263158
8003,10008,14,15.747154471544714,41.0,2.892886780487805
8003,10008,17,13.4921875,32.0,2.92749004375
8003,10008,18,14.13,30.0,3.0615011266666667
8003,10008,19,13.265185185185183,45.0,2.9740603199999995
8003,10008,20,13.393115942028984,46.0,2.9835764173913044
8003,10008,21,12.745679012345681,54.0,3.165035333333333
8003,10008,22,11.010919540229883,58.0,3.0943723586206895
8003,10008,23,11.249561403508773,38.0,3.304652636842105
8003,10009,0,12.84308943089431,41.0,3.586865590243902
8003,10009,1,12.084640522875816,51.0,3.5755748117647057
8003,10009,2,11.255782312925172,49.0,3.578975097959184
8003,10009,21,14.87644927536232,46.0,3.5685365217391305
8003,10009,22,13.258035714285715,56.0,3.5566413999999997
8003,10009,23,12.291176470588235,34.0,3.505521188235294
8003,11002,9,8.644791666666666,64.0,1.974710471875
8003,11002,10,8.36734693877551,49.0,1.9781744530612246
8003,11003,0,5.556467661691543,67.0,1.7695534
8003,11003,1,5.813934426229507,61.0,1.8130138491803276
8003,11003,7,5.676767676767677,33.0,1.781002933333333
8003,11003,8,6.594505494505495,91.0,1.8282809802197804
8003,11003,9,6.405522682445759,169.0,1.7474194674556214
8003,11003,10,6.850730994152047,114.0,1.7314522017543859
8003,11003,11,7.192063492063492,42.0,1.7833019904761909
8003,11003,12,6.833333333333335,34.0,1.8909745
8003,11003,13,6.973737373737373,33.0,1.9053610242424242
8003,11003,15,7.006666666666666,35.0,1.8525802457142857
8003,11003,16,6.108796296296296,36.0,1.7510513277777777
8003,11003,17,6.536879432624114,47.0,1.8024608
8003,11003,18,6.259915611814345,79.0,1.8189616278481016
8003,11003,19,6.446,75.0,1.7932339173333331
8003,11003,20,6.548550724637681,69.0,1.8241519043478258
8003,11003,21,6.361999999999999,50.0,1.8343257320000002
8003,11003,22,6.658095238095239,70.0,1.8374064685714286
8003,11003,23,5.403070175438596,76.0,1.6766781736842107
8003,11004,18,6.5723809523809535,35.0,1.7316498400000002
8003,11005,0,5.476470588235293,119.0,1.6616773596638656
8003,11005,1,6.598643410852714,86.0,1.7770107720930233
8003,11005,2,5.081220657276995,71.0,1.7947541014084507
8003,11005,3,4.847863247863249,39.0,1.7360239435897433
8003,11005,4,4.207207207207207,37.0,1.698941091891892
8003,11005,5,3.1919444444444447,60.0,1.5248496499999997
8003,11005,6,3.393794326241135,94.0,1.5774956127659576
8003,11005,7,4.0939252336448595,107.0,1.5982099850467293
8003,11005,8,5.982471264367815,116.0,1.6244622465517242
8003,11005,9,6.903030303030303,121.0,1.596438679338843
8003,11005,10,9.879357798165136,109.0,1.5849784311926607
8003,11005,11,9.035238095238096,105.0,1.6232876133333334
8003,11005,12,8.04077134986226,121.0,1.6944621157024795
8003,11005,13,7.143750000000001,104.0,1.5732845942307692
8003,11005,14,7.781203007518796,133.0,1.6938000992481204
8003,11005,15,7.30983436853002,161.0,1.630331391304348
8003,11005,16,6.946135265700484,138.0,1.6295150594202898
8003,11005,17,6.624603174603174,189.0,1.608914248677249
8003,11005,18,6.632447665056361,207.0,1.6465025371980677
8003,11005,19,6.705510204081632,245.0,1.6247765265306122
8003,11005,20,6.505442176870748,196.0,1.6376676683673472
8003,11005,21,6.424886877828054,221.0,1.6906080289592758
8003,11005,22,6.288071895424837,204.0,1.6703213637254901
8003,11005,23,5.911688311688312,154.0,1.6587697285714287
8003,11006,8,9.863131313131314,33.0,2.1521264909090907
8003,11006,9,12.067676767676769,33.0,2.107747721212121
8003,11006,10,15.20166666666667,30.0,2.0599551999999997
8003,11006,17,11.335714285714285,35.0,2.1666314514285716
8003,11006,18,10.411382113821139,41.0,2.167113692682927
8003,11006,20,9.815277777777776,36.0,2.229829977777778
8003,11006,21,10.518888888888888,30.0,2.40113528
8003,11007,0,10.248611111111112,36.0,2.9182698666666664
8003,11007,7,8.378968253968253,42.0,2.6967940285714285
8003,11007,8,13.266287878787876,44.0,2.6945472227272727
8003,11007,9,16.548529411764704,34.0,2.658251011764706
8003,11007,11,15.738020833333334,32.0,2.6664752125
8003,11007,12,14.943548387096774,31.0,2.6356836064516127
8003,11007,14,15.213492063492062,42.0,2.6665231095238093
8003,11007,15,13.260740740740742,45.0,2.6772264977777778
8003,11007,16,12.33478260869565,46.0,2.6106293652173913
8003,11007,17,12.293888888888889,30.0,2.5727982133333334
8003,11007,18,12.439430894308943,41.0,2.718214512195122
8003,11007,19,11.15854700854701,39.0,2.680582728205128
8003,11007,20,10.329583333333336,40.0,2.725014955
8003,11007,21,10.906770833333333,64.0,2.826403375
8003,11007,22,10.962356321839083,58.0,2.870452120689655
8003,11007,23,10.646031746031747,42.0,2.853896266666667
8003,11008,7,10.223888888888888,30.0,3.2122426400000004
8003,11008,8,17.314444444444444,45.0,3.3202472355555552
8003,11008,9,19.470555555555556,30.0,3.221362233333333
8003,11008,16,15.155050505050506,33.0,3.233798042424243
8003,11008,18,16.55333333333333,30.0,3.2573041599999994
8003,11008,21,13.09855072463768,46.0,3.4257950608695653
8003,11008,22,12.029931972789116,49.0,3.1864931999999997
8003,11008,23,12.211979166666667,32.0,3.2830535999999997
8003,11009,0,12.796428571428573,42.0,3.7194912809523815
8003,11009,1,11.322857142857144,35.0,3.6798708628571424
8003,11009,6,8.937074829931973,49.0,3.4814293877551017
8003,11009,7,13.369198312236286,79.0,3.8424520354430385
8003,11009,8,17.503070175438598,114.0,3.6928706192982457
8003,11009,9,19.3431693989071,61.0,3.6716696360655736
8003,11009,10,16.373899371069182,53.0,3.6006705132075467
8003,11009,11,18.456497175141244,59.0,3.6256520813559328
8003,11009,12,18.79925925925926,45.0,3.637466031111111
8003,11009,13,17.805208333333333,48.0,3.6434787041666667
8003,11009,14,18.078248587570624,59.0,3.591283125423729
8003,11009,15,16.82280701754386,57.0,3.6207326596491227
8003,11009,16,15.865343915343914,63.0,3.5673703333333338
8003,11009,17,16.38643790849673,102.0,3.5462280235294124
8003,11009,18,16.428418803418804,78.0,3.572941125641026
8003,11009,19,15.086274509803918,85.0,3.5642147647058824
8003,11009,20,14.657602339181286,114.0,3.6467079719298243
8003,11009,21,14.621287128712872,101.0,3.6434820237623757
8003,11009,22,15.206862745098041,85.0,3.643356425882353
8003,11009,23,12.694285714285714,70.0,3.6529718942857143
8003,11010,7,14.28048780487805,41.0,4.247480034146341
8003,11010,22,17.405050505050504,33.0,4.105280036363636
8003,11010,23,14.634408602150538,31.0,4.305244070967742
8003,12004,8,8.77222222222222,54.0,2.451561266666667
8003,12004,9,9.955696202531646,79.0,2.4932547164556964
8003,12004,11,9.501709401709402,39.0,2.4709558769230764
8003,12004,13,10.56891891891892,37.0,2.5575457297297297
8003,12004,15,9.73627450980392,34.0,2.3496363999999996
8003,12004,20,8.548571428571428,35.0,2.369408291428571
8003,12005,21,8.713235294117645,34.0,2.4177966823529413
8003,12006,0,7.589662447257383,79.0,2.5054775518987342
8003,12006,1,8.204888888888888,75.0,2.4944770000000003
8003,12006,2,7.354237288135593,59.0,2.5463032033898303
8003,12006,3,6.304012345679013,54.0,2.459011914814815
8003,12006,4,6.881481481481482,36.0,2.703244161111111
8003,12006,6,5.026136363636363,44.0,2.161270468181818
8003,12006,7,6.601020408163265,49.0,2.312851485714286
8003,12006,8,9.044345238095238,56.0,2.3898699
8003,12006,9,12.10662100456621,73.0,2.34258175890411
8003,12006,10,15.098958333333334,48.0,2.385175991666667
8003,12006,11,15.139265536723165,59.0,2.3174495999999998
8003,12006,12,13.690845070422537,71.0,2.301129532394366
8003,12006,13,13.366487455197134,93.0,2.2947804021505376
8003,12006,14,11.990853658536585,82.0,2.4124399121951217
8003,12006,15,11.710240963855423,83.0,2.3399415807228916
8003,12006,16,12.082894736842105,76.0,2.326555076315789
8003,12006,17,12.27511737089202,71.0,2.2730227492957744
8003,12006,18,12.108050847457626,118.0,2.4160557711864405
8003,12006,19,11.635072463768116,115.0,2.318709083478261
8003,12006,20,9.148863636363636,88.0,2.3777998499999993
8003,12006,21,9.780291005291005,126.0,2.4238448555555556
8003,12006,22,10.028666666666666,125.0,2.4774823696
8003,12006,23,8.703654970760235,114.0,2.4699133894736844
8003,12007,6,7.178654970760234,57.0,2.9154464631578945
8003,12007,7,9.122727272727273,55.0,2.903834574545455
8003,12007,8,14.113333333333332,45.0,2.944376937777778
8003,12007,21,13.574731182795698,31.0,3.017252929032258
8003,12007,22,14.785000000000002,40.0,3.179653505
8003,12008,6,6.766666666666666,32.0,3.0507051375
8003,12008,7,10.246505376344086,62.0,3.195059041935484
8003,12008,8,15.625925925925928,54.0,3.279179262962963
8003,12008,9,18.662280701754383,38.0,3.3724143210526316
8003,12008,10,18.578888888888894,30.0,3.304511466666667
8003,12008,20,13.149509803921571,34.0,3.2797402529411763
8003,12008,21,13.039147286821704,43.0,3.4353795023255813
8003,12008,22,13.09814814814815,36.0,3.406883372222222
8003,12008,23,11.65625,32.0,3.4520342999999998
8003,12009,6,9.790740740740741,45.0,3.928577755555555
8003,12009,7,13.451123595505619,89.0,3.97995206741573
8003,12009,8,18.42543859649123,57.0,3.9581293789473686
8003,12009,9,23.902252252252254,37.0,3.978114497297297
8003,12009,22,16.512698412698416,42.0,4.236779138095238
8003,12010,0,15.235227272727274,44.0,4.580401095454546
8003,12010,1,17.05138888888889,36.0,4.513304622222222
8003,12010,7,14.877142857142859,35.0,4.432122359999999
8003,12010,8,21.036170212765956,47.0,4.395895089361702
8003,12010,20,18.948936170212765,47.0,4.672222191489362
8003,12010,21,18.385323383084575,67.0,4.587099399999999
8003,12010,22,17.349019607843136,68.0,4.640579223529412
8003,12010,23,16.772820512820513,65.0,4.64802151076923
8003,12011,22,20.389814814814812,36.0,4.983142494444445
8003,13004,19,10.560416666666667,32.0,3.1196050062500005
8003,13004,20,9.186363636363636,33.0,3.2020989212121207
8003,13004,21,10.02156862745098,34.0,3.2447134411764704
8003,13004,22,10.42095238095238,35.0,3.26374152
8003,13004,23,8.862499999999999,32.0,3.08037734375
8003,13005,0,8.179457364341085,43.0,3.0547518790697676
8003,13005,16,12.67121212121212,33.0,3.0011752606060607
8003,13005,17,13.129629629629628,36.0,3.1668234888888893
8003,13005,18,11.688888888888888,39.0,2.9607729487179486
8003,13005,19,10.284444444444443,60.0,3.0059788966666674
8003,13005,20,8.839617486338799,61.0,3.013687019672131
8003,13005,21,8.987301587301587,63.0,2.9088181873015873
8003,13005,22,8.838958333333334,80.0,2.9702381375
8003,13005,23,8.026111111111112,60.0,3.0041013333333333
8003,13006,0,10.037575757575759,55.0,3.3339672654545454
8003,13006,1,9.205691056910569,41.0,3.034194682926829
8003,13006,18,13.374509803921569,34.0,3.105552864705882
8003,13006,19,13.549074074074076,36.0,2.9790671555555557
8003,13006,20,11.669369369369369,37.0,3.0720995729729728
8003,13006,21,10.758558558558558,37.0,3.029038854054054
8003,13006,22,11.552415458937197,69.0,3.137979762318841
8003,13006,23,10.268484848484848,55.0,3.089054978181818
8003,13007,0,11.18568075117371,71.0,3.302773681690141
8003,13007,1,10.638809523809524,70.0,3.1724689514285713
8003,13007,2,9.218867924528302,53.0,3.2630127622641507
8003,13007,3,9.734583333333333,40.0,3.15591574
8003,13007,6,7.469312169312168,63.0,2.9867306793650794
8003,13007,7,9.260757575757577,110.0,3.0834954400000005
8003,13007,8,12.337499999999999,32.0,3.0904357187500002
8003,13007,13,16.65261437908497,51.0,3.0583771137254905
8003,13007,14,15.46068376068376,39.0,3.174938964102564
8003,13007,15,14.621078431372547,34.0,3.054432652941177
8003,13007,16,15.020731707317074,41.0,2.918008185365854
8003,13007,17,16.495689655172413,58.0,3.026391617241379
8003,13007,18,15.95251937984496,86.0,3.0171382348837206
8003,13007,19,15.51619937694704,107.0,3.156863295327103
8003,13007,20,12.244736842105262,76.0,3.1699762894736843
8003,13007,21,12.48510101010101,66.0,3.227458218181818
8003,13007,22,13.168436578171093,113.0,3.167408991150443
8003,13007,23,11.251333333333331,100.0,3.173940348
8003,13008,6,8.571739130434784,69.0,3.639207539130435
8003,13008,7,12.575,78.0,3.802168912820513
8003,13008,8,18.455882352941178,34.0,3.593088217647059
8003,13008,9,19.51285714285714,35.0,3.67573256
8003,13008,14,17.151315789473685,38.0,3.6193209578947365
8003,13008,20,14.372777777777776,30.0,3.800188186666667
8003,13008,22,14.334920634920634,42.0,3.9509296999999997
8003,13009,6,9.312021857923499,61.0,4.082974727868852
8003,13009,7,13.933333333333334,45.0,4.092730435555556
8003,13009,8,20.261111111111113,36.0,4.168637638888888
8003,13009,15,19.931250000000002,32.0,4.32459833125
8003,13009,17,19.754954954954957,37.0,4.051187232432433
8003,13009,21,15.054054054054054,37.0,4.311291372972973
8003,13009,22,15.188541666666667,32.0,4.23105544375
8003,13010,6,10.950378787878787,44.0,4.257801577272727
8003,13010,7,16.473333333333336,65.0,4.654211279999999
8003,13010,8,20.4953125,32.0,4.58410440625
8003,13010,10,25.738020833333337,32.0,4.715366200000001
8003,13010,14,22.81323529411765,34.0,4.616439123529411
8003,14006,18,14.332828282828283,33.0,3.6351576848484846
8003,14006,20,11.131060606060608,44.0,3.6199177227272727
8003,14006,21,10.933333333333332,48.0,3.651190125
8003,14006,22,10.963095238095237,42.0,3.6807904857142857
8003,14006,23,11.247083333333332,40.0,3.722001085
8003,14007,0,10.775170068027208,49.0,3.699839816326531
8003,14007,1,9.3640625,32.0,3.5968748999999995
8003,14007,3,10.741111111111111,30.0,4.00564726
8003,14007,8,14.244623655913978,31.0,3.544701135483871
8003,14007,19,13.637878787878787,33.0,3.672708951515151
8003,14007,20,12.677142857142858,35.0,3.7621771085714286
8003,14007,21,13.106737588652484,47.0,3.6326570340425532
8003,14007,22,14.22,55.0,3.6412049018181816
8003,14007,23,11.650943396226415,53.0,3.661400324528302
8003,14008,0,11.9578431372549,51.0,3.9715986745098046
8003,14008,1,13.184108527131782,43.0,4.16407368372093
8003,14008,2,10.508333333333335,38.0,3.952623742105263
8003,14008,3,10.789430894308943,41.0,3.9338549951219512
8003,14008,8,14.253252032520322,41.0,3.7540799414634147
8003,14008,13,19.63761904761905,35.0,4.136923422857142
8003,14008,14,17.5017094017094,39.0,3.699006092307693
8003,14008,15,17.83888888888889,30.0,3.7830218933333333
8003,14008,16,17.39848484848485,33.0,3.767806315151515
8003,14008,17,17.292380952380952,35.0,3.9612754571428566
8003,14008,18,19.119927536231884,46.0,3.8666142782608692
8003,14008,19,17.047348484848484,44.0,3.826571609090909
8003,14008,20,13.869281045751633,51.0,3.9602386274509804
8003,14008,21,14.338978494623655,62.0,3.950410558064516
8003,14008,22,14.879457364341086,86.0,3.9237954790697676
8003,14008,23,13.346376811594201,69.0,4.017052582608696
8003,14009,0,14.24656862745098,34.0,4.614545782352941
8003,14009,1,14.016666666666666,34.0,4.7702730941176466
8003,14009,7,13.75135135135135,37.0,4.349567567567567
8003,14009,8,17.26801801801802,37.0,4.125129881081081
8003,14009,17,19.511574074074073,36.0,4.352817661111111
8003,14009,20,15.984649122807017,38.0,4.494293705263158
8003,14009,21,16.541489361702126,47.0,4.652019838297872
8003,14009,22,14.880376344086024,62.0,4.4051788935483875
8003,14009,23,15.68090277777778,48.0,4.979230904166666
8003,14010,7,12.64956140350877,38.0,4.542150394736842
8003,14010,8,20.032312925170068,49.0,4.816853151020409
8003,15005,11,16.620707070707073,33.0,4.491521636363636
8003,15005,14,23.08935185185185,36.0,4.331806833333333
8003,15007,0,11.350505050505049,33.0,4.353508539393939
8003,15007,21,12.50871212121212,44.0,4.408860081818181
8003,15007,22,13.387254901960786,34.0,4.233984205882353
8003,15007,23,12.349275362318842,46.0,4.6334997739130435
8003,15008,22,15.159444444444444,30.0,4.49649596
8003,16008,18,18.549494949494953,33.0,5.046012418181818
8003,16008,22,14.749509803921569,34.0,4.935940447058823
8003,16014,22,23.65277777777778,30.0,7.57033536
8003,17008,22,16.215811965811966,39.0,5.444521015384616
8003,17008,23,12.790555555555557,30.0,5.249130633333333
8003,17014,22,24.165555555555553,30.0,7.7623832666666654
8003,17014,23,22.374747474747476,33.0,8.017926951515152
8003,19009,21,18.0609375,32.0,6.6973689937500005
8003,19009,23,16.51055555555556,30.0,6.713093586666665
8004,1002,1,13.820555555555556,30.0,4.538875246666667
8004,1002,22,13.697474747474747,33.0,4.363262115151516
8004,1002,23,13.345238095238093,42.0,4.5942825238095235
8004,2001,8,12.062380952380954,35.0,4.016452828571429
8004,3001,6,7.923148148148147,54.0,3.3313338
8004,3001,7,9.127232142857142,112.0,3.220979057142857
8004,3001,8,10.423924731182796,124.0,3.240224390322581
8004,3001,9,11.793376068376068,78.0,3.3253503564102562
8004,3001,10,11.297413793103448,58.0,3.3751744413793103
8004,3001,11,10.075581395348836,43.0,3.4174147767441854
8004,3001,12,10.39102564102564,39.0,3.454716533333334
8004,3001,13,10.369907407407407,36.0,3.4936089166666666
8004,3001,14,10.213235294117647,34.0,3.5310812941176466
8004,3001,15,11.253125,32.0,3.4007365875
8004,3001,16,11.267187499999999,32.0,3.3564797375
8004,3002,9,9.761290322580646,31.0,2.7784476387096775
8004,3002,11,8.230180180180179,37.0,2.8085157783783785
8004,3002,12,9.767073170731708,41.0,2.981989263414634
8004,3002,13,8.690277777777778,36.0,2.6826803722222223
8004,3002,15,9.973118279569892,31.0,2.7592393870967746
8004,3002,17,8.660752688172044,31.0,2.867220909677419
8004,3002,18,9.424583333333334,40.0,2.8006539349999997
8004,3002,20,9.612091503267973,51.0,2.811611647058824
8004,3002,21,8.306439393939392,44.0,2.705519995454546
8004,3002,22,7.887179487179487,39.0,2.7874594102564108
8004,3002,23,7.47107843137255,34.0,2.7264112941176473
8004,3003,9,12.253124999999999,32.0,2.9380513375
8004,3006,19,17.42222222222222,30.0,3.55503206
8004,4002,6,5.614197530864198,54.0,2.4539454740740743
8004,4002,7,7.040530303030303,44.0,2.417301831818182
8004,4002,8,8.365891472868217,43.0,2.4491909209302327
8004,4002,9,8.398979591836733,49.0,2.4448830530612247
8004,4002,10,7.761627906976744,43.0,2.3855658511627906
8004,4002,11,8.507608695652175,46.0,2.438849813043478
8004,4002,12,7.711309523809525,56.0,2.4280917249999994
8004,4002,13,7.599019607843136,51.0,2.4029655098039213
8004,4002,14,8.661111111111113,45.0,2.5516979777777773
8004,4002,15,8.972222222222221,51.0,2.4793302705882354
8004,4002,16,8.958571428571426,35.0,2.4921779428571424
8004,4002,17,8.733687943262412,47.0,2.5369361829787236
8004,4002,18,8.435658914728682,43.0,2.483997576744186
8004,4002,19,8.202898550724639,46.0,2.404913730434783
8004,4002,20,9.112654320987653,54.0,2.540671018518518
8004,4002,21,8.194166666666666,40.0,2.440161775
8004,4003,0,8.220430107526882,31.0,2.393763464516129
8004,4003,8,7.947311827956989,31.0,2.3065476193548387
8004,4003,9,9.23654970760234,57.0,2.3072853473684214
8004,4003,10,8.617687074829934,49.0,2.3161358530612244
8004,4003,12,9.582777777777778,30.0,2.4343949733333328
8004,4003,13,8.400438596491227,38.0,2.3233787473684213
8004,4003,15,10.248039215686275,34.0,2.4703369
8004,4003,17,8.761111111111111,33.0,2.361340690909091
8004,4003,19,8.997222222222224,30.0,2.3437354866666666
8004,4003,20,9.48873873873874,37.0,2.3853028540540544
8004,4003,22,7.869523809523808,35.0,2.418148302857143
8004,4003,23,7.3025641025641015,39.0,2.293515825641026
8004,4004,12,12.160555555555556,30.0,2.4880396400000007
8004,4004,13,11.588541666666666,48.0,2.4676546666666663
8004,4004,14,11.013978494623656,31.0,2.4887664387096775
8004,4004,15,12.840833333333332,40.0,2.58701405
8004,4004,16,12.33010752688172,31.0,2.5245872322580647
8004,4004,17,11.203535353535353,33.0,2.603717048484848
8004,4004,18,11.56505376344086,31.0,2.5453529096774195
8004,4004,19,12.181081081081079,37.0,2.632358291891892
8004,4005,12,13.874747474747474,33.0,2.593963472727273
8004,4005,17,13.087096774193546,31.0,2.7587202451612898
8004,4005,18,13.232485875706214,59.0,2.7688831084745766
8004,4005,20,13.76574074074074,54.0,2.689385955555555
8004,4005,21,11.810691823899372,53.0,2.5928592943396227
8004,4005,22,10.50686274509804,51.0,2.658251011764706
8004,4005,23,11.007971014492753,46.0,2.6837493782608695
8004,4006,0,13.522727272727273,33.0,3.0353127757575753
8004,4006,2,10.97892156862745,34.0,3.125432947058823
8004,4007,1,15.453809523809523,35.0,3.239831325714286
8004,4007,19,16.08125,32.0,2.96168851875
8004,4007,20,16.67312925170068,49.0,3.1257324040816328
8004,4007,21,15.88252032520325,41.0,3.0546058243902436
8004,4007,22,14.299253731343285,67.0,3.1569486
8004,4007,23,15.038888888888888,39.0,3.127071415384615
8004,5002,8,6.359459459459461,37.0,1.8681392702702704
8004,5002,9,6.925177304964538,47.0,1.9134025361702127
8004,5002,10,7.703488372093023,43.0,2.1389251395348836
8004,5002,13,7.630645161290322,31.0,2.0547637806451613
8004,5002,14,6.6546875000000005,32.0,1.9679210687499997
8004,5002,18,8.041397849462367,31.0,2.1191373806451606
8004,5002,19,8.48921568627451,34.0,2.3084562294117648
8004,5003,0,6.426881720430107,31.0,1.9239400129032258
8004,5003,8,5.580281690140846,71.0,1.6714469239436618
8004,5003,9,5.894888888888889,75.0,1.6606243013333335
8004,5003,10,6.56156862745098,85.0,1.7977274470588236
8004,5003,11,6.728030303030304,66.0,1.8390367090909088
8004,5003,12,6.891095890410958,73.0,1.7455827561643835
8004,5003,13,6.7596707818930035,81.0,1.8024607999999998
8004,5003,14,6.979437229437232,77.0,1.8252423662337662
8004,5003,15,7.042483660130718,51.0,1.857998807843137
8004,5003,16,6.751666666666665,50.0,1.7953797040000001
8004,5003,17,6.188562091503268,51.0,1.8283364627450982
8004,5003,18,6.756140350877193,76.0,1.7607450131578948
8004,5003,19,6.536434108527132,86.0,1.7509993465116278
8004,5003,20,7.256425702811245,83.0,1.8323208433734943
8004,5003,21,6.790909090909091,55.0,1.8879021236363638
8004,5003,22,5.690432098765432,54.0,1.7586509888888893
8004,5003,23,5.869918699186992,41.0,1.7396572878048782
8004,5004,8,8.052083333333332,48.0,1.9868643416666665
8004,5004,9,8.081050228310502,73.0,1.949946890410959
8004,5004,10,8.810199004975123,67.0,1.997263
8004,5004,11,9.274722222222222,60.0,1.9786835299999999
8004,5004,12,9.939583333333333,88.0,2.050262584090909
8004,5004,13,9.697132616487455,93.0,2.0369399075268815
8004,5004,14,9.075694444444444,96.0,2.0111720812500002
8004,5004,15,9.222284644194755,89.0,2.0154723191011237
8004,5004,16,9.35421686746988,83.0,2.0483214168674695
8004,5004,17,8.63888888888889,69.0,2.0629872898550725
8004,5004,18,9.131094527363183,67.0,2.0323321999999995
8004,5004,19,9.65846153846154,65.0,2.0228165846153843
8004,5004,20,9.258139534883721,43.0,2.001569841860465
8004,5004,21,8.555714285714288,35.0,1.974890085714286
8004,5005,9,9.185919540229884,58.0,1.9406420620689653
8004,5005,10,9.48529411764706,51.0,2.0804663960784313
8004,5005,11,9.290909090909093,55.0,2.0450322290909093
8004,5005,12,10.622,75.0,2.075404864
8004,5005,13,10.22156862745098,85.0,2.061469872941176
8004,5005,14,9.256481481481481,72.0,2.0492262666666665
8004,5005,15,9.655641025641026,65.0,2.147849923076923
8004,5005,16,9.08870056497175,59.0,2.0384064101694914
8004,5005,17,9.467829457364342,43.0,2.098504506976744
8004,5005,18,9.778019323671497,69.0,2.0613546260869566
8004,5005,19,10.116176470588236,68.0,2.0760486
8004,5005,20,9.686290322580644,62.0,2.1765025645161287
8004,5005,21,9.62,50.0,2.145893956
8004,5005,22,8.441666666666666,44.0,2.093239277272727
8004,5006,0,9.878048780487806,41.0,2.390851204878049
8004,5006,12,11.358602150537635,31.0,2.1492476129032254
8004,5006,13,10.53442028985507,46.0,2.2590235608695655
8004,5006,15,11.006451612903227,31.0,2.233348606451613
8004,5006,16,10.709139784946235,31.0,2.2878585096774193
8004,5006,17,10.755208333333334,32.0,2.26564896875
8004,5006,18,10.54915254237288,59.0,2.176427772881356
8004,5006,19,12.54319248826291,71.0,2.249449318309859
8004,5006,20,11.37253787878788,88.0,2.2291187795454546
8004,5006,21,11.306798245614036,76.0,2.241641215789474
8004,5006,22,10.474999999999998,54.0,2.2500957407407407
8004,5006,23,10.432552083333333,64.0,2.2963270125
8004,5007,19,13.225925925925928,45.0,2.427599982222222
8004,5007,20,14.202380952380953,63.0,2.48809073015873
8004,5007,21,12.956201550387597,43.0,2.5262895348837207
8004,5007,23,12.299166666666668,40.0,2.5709206499999997
8004,5008,0,10.910555555555558,30.0,2.6929622666666666
8004,5008,18,13.326576576576576,37.0,2.492737172972973
8004,5008,19,14.913008130081302,41.0,2.7484387024390244
8004,5008,21,12.994573643410854,43.0,2.56708443255814
8004,5008,22,12.162152777777777,48.0,2.6165186166666667
8004,5008,23,11.409259259259258,45.0,2.5345316844444445
